,sp500,gas
1994-02-08,-2.500595535770847,17.19983405362833
1994-02-09,-2.4761967614876497,17.529814173037533
1994-02-10,-2.4548772329323993,17.87870745859907
1994-02-11,-2.43831759238439,18.158075333079154
1994-02-14,-2.4252346533901483,18.263114172496085
1994-02-15,-2.4139152235438845,18.311301100407565
1994-02-16,-2.4063359802864315,18.38619104465243
1994-02-17,-2.4005451432838285,18.52086434422993
1994-02-18,-2.3970855798578885,18.67805201863691
1994-02-21,-2.3970855798578885,18.67805201863691
1994-02-22,-2.388882612898669,18.833733609658328
1994-02-23,-2.384350052696605,18.98795507595054
1994-02-24,-2.369937242953689,19.017625757023936
1994-02-25,-2.3566598579295075,19.05014286610024
1994-02-28,-2.347627285814225,19.056042127390622
1994-03-01,-2.3418482081347958,19.05423985439682
1994-03-02,-2.3873667051681164,19.05505415057908
1994-03-03,-2.429711879786083,19.04829114096065
1994-03-04,-2.474214250714475,19.060135285613207
1994-03-07,-2.5187836264466044,19.05543372852847
1994-03-08,-2.5610492934817057,19.057691221355718
1994-03-09,-2.5777939442676003,19.036708941897203
1994-03-10,-2.586295304139304,18.07370646845868
1994-03-11,-2.594048399287202,16.894454861615465
1994-03-14,-2.6035544039571477,15.416800573776777
1994-03-15,-2.6157419148543757,14.600843876882026
1994-03-16,-2.624724614529527,14.203730968757844
1994-03-17,-2.6356863244211337,13.608115416005653
1994-03-18,-2.6485605057288972,13.025164822433593
1994-03-21,-2.6635796847905215,11.996113663018207
1994-03-22,-2.67942451996008,11.659411844189552
1994-03-23,-2.6970179377594707,11.06759922028085
1994-03-24,-2.7025142420532156,9.14566090131458
1994-03-25,-2.7031427948879485,7.366295310352127
1994-03-28,-2.705427216917681,5.727219266544786
1994-03-29,-2.687245649028454,4.204327701739859
1994-03-30,-2.6717574378411966,3.105837601256725
1994-03-31,-2.6607452860901617,2.289685291260287
1994-04-01,-2.6607452860901617,2.289685291260287
1994-04-04,-2.6450960772726977,1.5128606189938327
1994-04-05,-2.607566760978876,0.7698590673592901
1994-04-06,-2.579830826751738,0.054244836979158606
1994-04-07,-2.55563274149481,-0.6470609605837195
1994-04-08,-2.5379818338389653,-1.3358297804153556
1994-04-11,-2.522045344139259,-2.0069528095737
1994-04-12,-2.511408489481201,-2.6615402392156926
1994-04-13,-2.5054612144599306,-3.2817852686440308
1994-04-14,-2.5031935716358693,-3.8474828897699354
1994-04-15,-2.5041584935049452,-4.395646684383084
1994-04-18,-2.50747053982682,-4.935874438030135
1994-04-19,-2.512534960638181,-5.460240298915568
1994-04-20,-2.5201093875365337,-5.978673993924719
1994-04-21,-2.514519887353356,-6.4912002350425695
1994-04-22,-2.5128814720047674,-6.995634316944901
1994-04-25,-2.5087113537553236,-7.4954567243660595
1994-04-26,-2.5081906511425474,-7.910406524053224
1994-04-27,-2.5081906511425474,-7.910406524053224
1994-04-28,-2.5104467465894107,-8.373274856060194
1994-04-29,-2.514522232143251,-8.863427175431195
1994-05-02,-2.518406053823981,-9.194290929012586
1994-05-03,-2.5251177288009625,-9.437243242496205
1994-05-04,-2.5343013862821886,-9.602680745007858
1994-05-05,-2.5456825944616996,-9.826044325473212
1994-05-06,-2.5556593600160324,-10.069180890147935
1994-05-09,-2.5637558156337206,-10.603108863000731
1994-05-10,-2.566983371828268,-10.92600801970735
1994-05-11,-2.5697448824649163,-11.228872269018202
1994-05-12,-2.572989177652113,-11.533839793984791
1994-05-13,-2.578206456360522,-11.897705912487774
1994-05-16,-2.5861114137497982,-12.231319769598002
1994-05-17,-2.580917868186577,-12.539431548244371
1994-05-18,-2.575712611490612,-12.81265043620006
1994-05-19,-2.5727508575822027,-12.998621654950432
1994-05-20,-2.5730002264014433,-13.229702461026278
1994-05-23,-2.576449059130898,-13.668347829951125
1994-05-24,-2.581804345857824,-14.09185668008458
1994-05-25,-2.5894450918826157,-14.383672990135219
1994-05-26,-2.5988281096529295,-14.642242973775199
1994-05-27,-2.6102365625345145,-14.964712180828107
1994-05-30,-2.6102365625345145,-14.964712180828107
1994-05-31,-2.625080364205023,-15.20434557678587
1994-06-01,-2.6400707284971188,-15.50160956390977
1994-06-02,-2.8217587290616932,-15.693034494525868
1994-06-03,-2.968494832579048,-15.926537867476464
1994-06-06,-3.0846426203639603,-16.154201736891416
1994-06-07,-3.1667703919435644,-16.319242109847256
1994-06-08,-3.244523907083144,-16.41963839320367
1994-06-09,-3.2943902960332068,-16.557441868820664
1994-06-10,-3.3280991249678795,-16.561350786006237
1994-06-13,-3.3557113316212868,-16.57415081790411
1994-06-14,-3.3781217695636796,-16.550459373043747
1994-06-15,-3.399874945789907,-16.51883841725958
1994-06-16,-3.4241376449240835,-16.543342663037844
1994-06-17,-3.442584838489729,-16.615016000076928
1994-06-20,-3.4591303352805087,-16.609173914021326
1994-06-21,-3.469688332368173,-16.678996693771857
1994-06-22,-3.480795733050688,-16.843643702307233
1994-06-23,-3.490186509521055,-17.10275877470859
1994-06-24,-3.473302397509263,-17.3433158817193
1994-06-27,-3.436681627422662,-17.584225559479773
1994-06-28,-3.410429951098381,-17.816986325467894
1994-06-29,-3.3905019250582464,-18.05330147786534
1994-06-30,-3.3762957122825767,-18.24286604988241
1994-07-01,-3.366981805044872,-18.336563216413484
1994-07-04,-3.366981805044872,-18.336563216413484
1994-07-05,-3.3622626548276395,-18.426200819942707
1994-07-06,-3.364282480574283,-18.517500161967973
1994-07-07,-3.366166452593262,-18.608345613228344
1994-07-08,-3.372774984405348,-18.699996801856017
1994-07-11,-3.382196352658767,-18.793606868689675
1994-07-12,-3.3930911161223154,-18.888785458841888
1994-07-13,-3.4068564236570675,-18.98591097148832
1994-07-14,-3.411594148005869,-19.08519573076309
1994-07-15,-3.4201785514878598,-19.186711104838764
1994-07-18,-3.4323252388762358,-19.290366909114596
1994-07-19,-3.4480203562050993,-19.39433710753979
1994-07-20,-3.463078974741727,-19.497750822737142
1994-07-21,-3.4795023863357355,-19.597153564402767
1994-07-22,-3.4989551213098355,-19.69874137007044
1994-07-25,-3.5204174402199415,-19.790370162152673
1994-07-26,-3.5445273381936824,-19.877687731017858
1994-07-27,-3.57084701819723,-19.975335302417285
1994-07-28,-3.5953335064277314,-20.0
1994-07-29,-3.610282413169591,-20.0
1994-08-01,-3.62524134801572,-20.0
1994-08-02,-3.6435641333650284,-20.0
1994-08-03,-3.6647568769660497,-20.0
1994-08-04,-3.6808740639734374,-20.0
1994-08-05,-3.6999625446766187,-20.0
1994-08-08,-3.7217523194707773,-20.0
1994-08-09,-3.7459245957105667,-20.0
1994-08-10,-3.7659901866760928,-20.0
1994-08-11,-3.7827288903181437,-20.0
1994-08-12,-3.787299046128594,-20.0
1994-08-15,-3.7964364462052536,-20.0
1994-08-16,-3.80151527387818,-20.0
1994-08-17,-3.8109100805752743,-20.0
1994-08-18,-3.8219781638990624,-20.0
1994-08-19,-3.8368454359261284,-20.0
1994-08-22,-3.85453826568206,-20.0
1994-08-23,-3.8700206482887345,-20.0
1994-08-24,-3.8722808014112284,-20.0
1994-08-25,-3.8773361318016066,-20.0
